<<<<<<< HEAD
,0
158,372.37445
159,241.04211
160,636.09235
161,493.24524
162,409.84677
163,327.41193
164,948.3289
165,1563.6482
166,185.63464
167,1011.2953
168,844.0841
169,23.750082
170,754.0897
171,227.49217
172,298.57037
173,16.655968
174,1417.9329
175,929.3042
176,844.55664
177,354.1094
178,8.095106
179,621.2085
180,929.3042
181,844.0841
182,961.5851
183,929.3042
184,227.62115
185,587.0137
186,953.6378
187,33.515762
188,409.84677
189,718.9697
190,112.360794
191,871.25543
192,328.02173
193,409.84677
194,412.63086
195,844.0841
196,991.52496
197,757.95593
198,1189.1041
199,357.59906
200,844.0841
201,291.2441
202,153.15332
203,7.007009
204,636.09235
205,33.515762
206,178.55853
207,587.0137
208,508.02414
209,1569.106
210,5157.7373
211,508.02414
212,508.02414
213,422.38647
214,691.5266
215,11.637772
216,91.81993
217,1417.9329
218,636.09235
219,710.4392
220,30.845457
221,1287.9902
222,82.907166
223,112.80994
224,153.15332
225,1011.2953
226,929.3042
227,844.0841
228,1238.8411
229,663.22156
230,1128.2744
231,8.826825
232,1182.1897
233,636.09235
234,112.36078
235,508.02414
236,69.80025
237,1274.5369
238,508.02414
239,16.856218
240,175.6781
241,17.119072
242,144.37433
243,1420.134
244,844.0841
245,3505.4011
246,636.09235
247,74.880264
248,636.09235
249,666.0736
250,91.81993
251,31.844193
252,112.36078
253,669.24536
254,309.70416
255,1237.9711
256,1131.1249
257,616.1956
258,1153.8961
259,91.81993
260,815.0692
261,59.85712
262,1287.9902
263,508.02414
264,33.515762
265,608.1472
266,355.6548
267,671.3605
268,1011.2953
269,844.0841
270,598.3435
271,102.296646
272,669.24536
273,991.52496
274,406.75064
275,87.07298
276,871.25543
277,11.637772
278,636.09235
279,636.09235
280,1136.6093
281,82.85461
282,871.25543
283,455.55588
284,773.5668
285,5157.7373
286,815.0692
287,21.647003
288,33.515762
289,1131.1249
290,33.515762
291,1070.7866
292,246.76442
293,297.40857
294,636.09235
295,636.09235
296,246.76442
297,5027.0654
298,23.73426
299,871.25543
300,636.09235
301,1011.2953
302,508.02414
303,207.33212
304,508.02414
305,636.09235
306,354.1093
307,948.3289
308,113.46867
309,22.442486
310,173.61174
311,636.09235
312,33.515762
313,33.515762
314,7.6994925
315,636.09235
316,589.32495
317,1011.2953
318,929.30426
319,636.0924
320,936.5792
321,844.55664
322,381.76932
323,775.3987
324,1226.4174
325,929.3042
326,22.442486
327,7.007014
328,36.19571
329,91.81993
330,550.7198
331,820.44604
332,1120.3457
333,508.02414
334,177.98114
335,929.3042
336,231.97595
337,1359.8119
338,636.09235
339,49.664703
340,93.59877
341,636.09235
342,669.24536
343,636.09235
344,871.25543
345,636.09235
346,1153.8961
347,1300.2847
348,844.0841
349,1010.4179
350,737.8181
351,641.20825
352,31.616913
353,663.22156
354,929.3042
355,636.09235
356,185.63464
357,929.3042
358,185.63464
359,78.80514
360,944.9433
361,17.119072
362,253.24536
363,42.34829
364,844.0841
365,358.20294
366,636.09235
367,151.75708
368,636.09235
369,776.6979
370,508.02414
371,636.09235
372,636.09235
373,837.6505
374,1153.8961
375,636.09235
376,888.9081
377,85.66739
378,31.152542
379,844.0841
380,306.88385
381,54.671444
382,86.376884
383,1153.8961
384,636.09235
385,54.060116
386,1417.9329
387,50.786606
388,636.09235
389,360.7707
390,636.09235
391,636.09235
392,636.09235
393,1767.7832
394,33.515762
395,421.3545
396,21.30798
397,633.7015
398,246.76442
399,185.63464
400,40.539085
401,549.3318
402,871.25543
403,58.94107
404,260.17014
405,1287.9902
406,58.94107
407,309.70416
408,1482.6582
409,540.9164
410,425.4391
411,636.09235
412,7.007014
413,3837.4902
414,636.0924
415,28.050278
416,844.0841
417,43.632042
418,27.649622
419,844.0841
420,525.2843
421,351.0863
422,844.55664
423,636.09235
424,24.043186
425,177.31673
426,306.88385
427,1731.4402
428,647.44653
429,871.25543
430,33.515762
431,309.90656
432,6.9091945
433,1153.8961
434,948.35205
435,953.6378
436,861.8026
437,929.3042
438,636.09235
439,33.515762
440,110.964195
441,36.19571
442,24.962368
443,405.12585
444,1287.9902
445,499.955
446,61.645473
447,636.0924
448,636.09235
449,3437.4514
450,587.0137
451,1273.3259
452,333.49683
453,58.94107
454,91.81993
455,26.027641
456,112.36078
457,636.09235
458,1456.757
459,185.63464
460,815.0692
461,6.3818502
462,636.09235
463,91.81993
464,1206.2981
465,309.70416
466,26.565247
467,1456.757
468,90.17871
469,74.758644
470,36.177746
471,1287.9902
472,929.3042
473,636.09235
474,636.09235
475,848.03705
476,14.885715
477,1417.9329
478,1082.7411
479,1129.4822
480,91.81993
481,961.5851
482,112.36078
483,153.15332
484,46.746975
485,91.81993
486,16.856218
487,734.95447
488,412.92535
489,36.19571
490,1300.2847
491,508.02414
492,26.8661
493,1417.9329
494,636.09235
495,636.09235
496,669.24536
497,2404.85
498,240.00916
499,871.25543
500,1237.971
501,929.3042
502,636.09235
503,844.0841
504,80.880356
505,78.58662
506,196.15564
507,844.55664
508,66.868866
509,636.09235
510,636.0924
511,871.25543
512,251.53448
513,1153.8961
514,78.72103
515,1290.2278
516,2774.2058
517,953.6378
518,621.2085
519,587.26404
520,953.6378
521,871.25543
522,214.0904
523,535.0856
524,848.03705
525,33.515762
526,185.63464
527,656.64966
528,1153.8961
529,153.15332
530,1296.7966
531,2319.4136
532,185.63464
533,1011.2953
534,1011.2953
535,1080.3301
536,636.09235
537,636.09235
538,1587.9893
539,1274.5369
540,636.09235
541,1417.9329
542,7.007005
543,775.3987
544,91.81993
545,1417.9329
546,167.12671
547,508.02414
548,636.09235
549,871.25543
550,66.65722
551,508.02414
552,203.30014
553,276.4054
554,112.36078
555,508.02414
556,482.81958
557,1767.7832
558,55.818253
559,861.8026
560,113.7299
561,16.421215
562,91.81993
563,30.845457
564,112.36078
565,636.09235
566,871.25543
567,246.76442
568,91.81993
569,929.3042
570,871.25543
571,637.18054
572,636.09235
573,1879.2776
574,144.38281
575,961.585
576,333.62265
577,1287.9902
578,112.36078
579,1153.8961
580,997.4855
581,19.782581
582,672.4835
583,33.515762
584,1417.9329
585,24.474401
586,112.36078
587,1359.8119
588,75.78397
589,317.94943
590,1274.5369
591,65.89261
592,1359.8119
593,917.83575
594,406.75064
595,1767.7832
596,991.52496
597,669.24536
598,246.76442
599,1218.4448
600,246.76442
601,11.979736
602,508.02414
603,1274.5369
604,660.73785
605,636.09235
606,133.58563
607,104.41815
608,42.34829
609,97.1835
610,1430.7231
611,45.05481
612,319.94324
613,636.09235
614,409.84677
615,614.8167
616,636.09235
617,7.0070086
618,508.02414
619,636.09235
620,7.007014
621,844.0841
622,997.4855
623,991.52496
624,636.09235
625,554.9852
626,33.515762
627,554.9852
628,311.7279
629,480.08044
630,101.8799
631,92.62744
632,31.844193
633,1011.2953
634,279.50732
635,54.060104
636,35.11669
637,40.450382
638,704.8062
639,636.0924
640,663.22156
641,636.09235
642,381.76932
643,1145.1875
644,42.71962
645,914.88403
646,1287.9902
647,636.09235
648,929.3042
649,636.09235
650,668.0947
651,587.0137
652,1256.5525
653,355.6548
654,669.24536
655,548.96277
656,636.09235
657,2730.213
658,636.09235
659,508.02414
660,7.007009
661,1153.8961
662,548.96277
663,1296.7966
664,251.53448
665,636.09235
666,1569.106
667,1287.9902
668,102.99415
669,1153.8961
670,30.845459
671,929.30426
672,636.09235
673,1417.9329
674,1011.2953
675,948.352
676,1153.8961
677,844.55664
678,7.007014
679,1300.2847
680,963.7677
681,1274.5369
682,161.31767
683,110.48816
684,153.15332
685,636.09235
686,636.09235
687,509.70566
688,65.89262
689,460.03375
690,153.15332
691,33.515762
692,91.81993
693,7223.615
694,153.15332
695,242.25894
696,721.7311
697,636.09235
698,1153.8961
699,1287.9902
700,1767.7832
701,24.257317
702,1300.2847
703,1417.9329
704,153.15332
705,483.96298
706,178.55853
707,844.55664
708,587.0137
709,335.73877
710,1011.2953
711,963.7677
712,508.02414
713,636.09235
714,636.09235
715,991.52496
716,438.03903
717,1153.8961
718,51.8534
719,741.1692
720,7.0070086
721,844.0841
722,280.48688
723,342.3615
724,636.09235
725,844.0841
726,298.57037
727,20.113209
728,306.88385
729,636.09235
730,1153.8961
731,1153.8961
732,820.44604
733,844.0841
734,1131.1249
735,409.84674
736,647.44653
737,1487.31
738,636.09235
739,24.043186
740,636.09235
741,636.09235
742,33.515762
743,112.36078
744,1287.9902
745,508.02414
746,1274.5369
747,91.81993
748,91.81993
749,508.02414
750,309.70416
751,1273.3259
752,33.966732
753,1256.5525
754,309.70416
755,246.76442
756,7.007009
757,1410.2295
758,752.3386
759,818.03064
760,929.3042
761,1274.5369
762,636.09235
763,49.859375
764,844.55664
765,636.09235
766,153.15332
767,1417.9329
768,1417.9329
769,603.1973
770,929.3042
771,178.55853
772,342.23334
773,36.19571
774,84.5294
775,153.15332
776,7.007014
777,258.16052
778,21.647018
779,636.09235
780,948.3289
781,113.8421
782,1209.0793
783,844.0841
784,636.09235
785,636.09235
786,636.09235
787,929.3042
788,844.0841
789,91.81993
790,636.09235
791,27.649622
792,17.119072
793,409.84677
794,636.09235
795,112.36078
796,636.09235
797,636.09235
798,112.360794
799,65.892586
800,508.02414
801,50.316956
802,63.34362
803,354.1093
804,844.55664
805,1144.7664
806,1153.8961
807,1767.7832
808,636.09235
809,844.0841
810,246.76442
811,33.515762
812,41.2983
813,1731.4402
814,33.51576
815,253.24536
816,14.1787
817,210.81573
818,636.09235
819,636.09235
820,871.25543
821,50.389458
822,790.6125
823,636.09235
824,33.515762
825,1931.3816
826,50.786606
827,28.024218
828,298.57037
829,309.70416
830,587.0137
831,871.25543
832,19.48743
833,38.765846
834,976.9695
835,33.515762
836,370.80743
837,636.09235
838,440.57318
839,997.4855
840,508.02414
841,669.24536
842,636.09235
843,33.515762
844,246.76442
845,1296.7966
846,844.0841
847,636.09235
848,929.3042
849,572.74963
850,15.722925
851,1153.8961
852,636.09235
853,929.3042
854,636.09235
855,33.515762
856,112.36078
857,21.647018
858,33.515762
859,65.89261
860,246.76442
861,1569.106
862,158.93938
863,377.90857
864,929.3042
865,354.10605
866,153.15332
867,478.09808
868,929.3042
869,1592.223
870,78.8988
871,246.76442
872,815.0692
873,1417.9329
874,360.11722
875,35.83979
876,23.40221
877,7.0070143
878,871.25543
879,49.538887
880,1226.4174
881,49.664703
882,4977.919
883,120.25923
884,1287.9902
885,33.515762
886,33.515762
887,837.6505
888,309.70422
889,953.6378
890,3905.7249
891,669.24536
892,112.36078
893,33.515762
894,5.176671
895,262.7432
896,1287.9902
897,844.0841
898,636.09235
899,1153.8961
900,112.36078
901,7.007009
902,33.515762
903,1417.9329
904,929.3042
905,1359.8119
906,647.41254
907,118.65798
908,636.09235
909,636.09235
910,246.76442
911,887.9635
912,1011.2953
913,707.1506
914,36.19571
915,1274.5369
916,33.515762
917,1782.1567
918,8.7661495
919,1153.8961
920,1287.9902
921,647.44653
922,636.09235
923,844.0841
924,153.15332
925,1237.971
926,185.63464
927,18.792025
928,91.81993
929,1296.7966
930,265.09683
931,33.515762
932,65.89261
933,1153.8961
934,3606.0396
935,333.49683
936,7.6994925
937,508.02414
938,1011.2953
939,2139.4832
940,31.844193
941,178.31554
942,508.02414
943,480.0652
944,33.515762
945,844.0841
946,33.515762
947,164.96527
948,112.36078
949,1274.5369
950,176.71747
951,929.3042
952,91.81993
953,48.476845
954,636.09235
955,670.65076
956,636.09235
957,929.3042
958,112.360794
959,20.238317
960,961.5851
961,948.35205
962,112.36078
963,844.0841
964,246.76442
965,1131.1249
966,636.09235
967,178.55853
968,1417.9329
969,91.81993
970,349.06805
971,48.45671
972,14.1786995
973,871.25543
974,844.0841
975,153.15332
976,508.02414
977,2157.04
978,153.15332
979,153.15332
980,929.3042
981,124.532936
982,775.8529
983,185.63464
984,355.6548
985,778.34595
986,929.3042
987,121.28421
988,451.43243
989,6.4678802
990,35.839813
991,279.10513
992,76.02533
993,636.09235
994,844.55664
995,636.09235
996,929.3042
997,169.98524
998,14.1787
999,636.09235
1000,144.86273
1001,185.63464
1002,6.4678802
1003,91.81993
1004,58.94107
1005,96.466675
1006,1268.1647
1007,636.09235
1008,947.023
1009,167.12671
1010,636.09235
1011,871.25543
1012,1023.896
1013,871.25543
1014,871.25543
1015,1300.2847
1016,145.46805
1017,380.80157
1018,246.76442
1019,37.51164
1020,636.09235
1021,333.49683
1022,173.6117
1023,245.8794
1024,636.09235
1025,172.88385
1026,636.09235
1027,317.05695
1028,8.97812
1029,65.89262
1030,929.3042
1031,636.09235
1032,757.956
1033,237.05846
1034,11.979736
1035,636.09235
1036,508.02414
1037,1417.9329
1038,636.09235
1039,33.515762
1040,669.24536
1041,6.133982
1042,929.3042
1043,93.59877
1044,185.63464
1045,1273.3259
1046,112.36078
1047,636.09235
1048,676.94464
1049,844.0841
1050,5027.0654
1051,1153.8961
1052,636.09235
1053,91.81993
1054,844.0841
1055,669.24536
1056,636.09235
1057,1011.2953
1058,153.15332
1059,132.27446
1060,844.0841
1061,636.09235
1062,240.00916
1063,871.25543
1064,991.52496
1065,246.76442
1066,636.09235
1067,11.979736
1068,21.30798
1069,508.02414
1070,68.07831
1071,844.0841
1072,355.6548
1073,775.3987
1074,1288.3799
1075,120.25923
1076,844.55664
1077,195.97134
1078,159.58087
1079,185.63464
1080,929.3042
1081,929.3042
1082,195.97134
1083,1153.8961
1084,1175.5579
1085,844.0841
1086,175.13496
1087,636.0924
1088,91.81993
1089,1274.5369
1090,246.76442
1091,636.09235
1092,508.02414
1093,61.645485
1094,1153.8961
1095,991.52496
1096,33.515762
1097,508.02414
1098,1767.7832
1099,7.0070086
1100,926.35846
1101,1153.8961
1102,184.85376
1103,71.17783
1104,844.0841
1105,174.34627
1106,871.25543
1107,1136.6093
1108,6.536467
1109,1417.9329
1110,893.75684
1111,929.3042
1112,871.25543
1113,947.023
1114,32.05174
1115,636.09235
1116,253.2504
1117,636.09235
1118,94.230576
1119,636.0924
1120,1136.6093
1121,844.0841
1122,191.06763
1123,572.4097
1124,844.55664
1125,185.63464
1126,636.09235
1127,42.873222
1128,1417.9329
1129,1287.9902
1130,7.007014
1131,81.82147
1132,948.35205
1133,7.007014
1134,118.9169
1135,7.007014
1136,929.3042
1137,508.02414
1138,636.09235
1139,1153.8961
1140,1274.5369
1141,929.3042
1142,112.36078
1143,636.09235
1144,33.515762
1145,185.63464
1146,997.4855
1147,636.09235
1148,85.66739
1149,636.09235
1150,1153.8961
1151,248.94061
1152,404.67337
1153,636.09235
1154,1011.2953
1155,636.09235
1156,636.09235
1157,508.02414
1158,42.34829
1159,929.3042
1160,723.5184
1161,262.52713
1162,844.0841
1163,4802.109
1164,805.754
1165,178.55853
1166,790.6125
1167,636.09235
1168,929.3042
1169,871.25543
1170,636.09235
1171,929.3042
1172,1287.9902
1173,929.3042
1174,1011.2953
1175,929.3042
1176,403.73273
1177,387.77115
1178,153.15332
1179,508.02414
1180,270.67596
1181,1209.0793
1182,19.487415
1183,14.178701
1184,112.809944
1185,848.03705
1186,948.35205
1187,1203.2513
1188,1287.9902
1189,929.3042
1190,1274.5369
1191,309.70416
1192,1287.9902
1193,1767.7832
1194,20.08226
1195,961.5851
1196,636.09235
1197,1011.2953
1198,656.2971
1199,636.09235
1200,636.09235
1201,636.09235
1202,309.70416
1203,636.09235
1204,929.3042
1205,1417.9329
1206,451.43243
1207,1275.9761
1208,375.6101
1209,947.023
1210,1287.9902
1211,220.81697
1212,1764.4374
1213,67.80527
1214,35.11009
1215,929.30426
1216,82.112015
1217,50.50174
1218,7.0070086
1219,636.09235
1220,309.70422
1221,354.1093
1222,1731.4402
1223,33.515762
1224,1011.2953
1225,21.647018
1226,636.09235
1227,787.9719
1228,929.3042
1229,66.71422
1230,147.7151
1231,234.52692
1232,4994.4443
1233,636.09235
1234,328.63843
1235,35.907467
1236,636.09235
1237,871.25543
1238,48.476845
1239,92.791374
1240,65.89261
1241,409.84677
1242,11.637772
1243,1237.971
1244,929.3042
1245,655.9035
1246,14.178697
1247,33.51577
1248,665.0857
1249,1579.0858
1250,815.0692
1251,33.515762
1252,929.3042
1253,7.0070086
1254,112.36078
1255,929.3042
1256,185.63464
1257,1417.9329
1258,404.67337
1259,11.979736
1260,636.09235
1261,636.09235
1262,1011.2953
1263,929.3042
1264,1144.7664
1265,815.5172
1266,1011.2953
1267,153.15332
1268,1274.5371
1269,1482.6582
1270,1011.2953
1271,929.3042
1272,1011.2953
1273,1153.8961
1274,636.09235
1275,636.09235
1276,90.17871
1277,1011.2953
1278,844.0841
1279,5027.0664
1280,31.152542
1281,636.09235
1282,72.85556
1283,323.85272
1284,871.25543
1285,33.51576
1286,405.12585
1287,33.51576
1288,64.02139
1289,158.26888
1290,467.61685
1291,246.76442
1292,253.24536
1293,31.844193
1294,775.3987
1295,636.09235
1296,1011.2953
1297,142.10526
1298,844.0841
1299,508.54562
1300,49.187805
1301,1011.2953
1302,291.2441
1303,1746.3372
1304,340.38
1305,159.79665
1306,1144.7664
1307,153.15332
1308,488.45758
1309,774.2803
1310,33.51577
1311,636.0924
1312,564.3148
1313,508.02414
1314,7.0070086
1315,772.87146
1316,7.007014
1317,508.02414
1318,636.09235
1319,153.15332
1320,103.27103
1321,508.02414
1322,1153.8961
1323,636.09235
1324,1417.9329
1325,576.1854
1326,1011.2953
1327,317.94943
1328,1767.7832
1329,409.84677
1330,637.18054
1331,66.868866
1332,8.826825
1333,4970.64
1334,33.515762
1335,354.77994
1336,330.83142
1337,112.36078
1338,342.90356
1339,732.2634
1340,929.3042
1341,112.36078
1342,3848.9075
1343,7.778353
1344,185.63464
1345,636.09235
1346,86.37688
1347,790.6125
1348,723.5184
1349,1417.9329
1350,508.02414
1351,1011.2953
1352,1287.9902
1353,112.36078
1354,636.09235
1355,30.845457
1356,1263.0818
1357,118.80545
1358,1417.9329
1359,1153.8961
1360,262.6798
1361,636.09235
1362,54.532043
1363,54.060116
1364,153.15332
1365,508.02414
1366,5027.0654
1367,929.3042
1368,929.3042
1369,246.76442
1370,1639.3439
1371,8.794142
1372,548.96277
1373,707.2433
1374,5.7191644
1375,185.63464
1376,1388.7396
1377,545.56647
1378,871.25543
1379,112.36078
1380,309.70416
1381,1767.7832
1382,508.02414
1383,844.55664
1384,844.0841
1385,2319.4136
1386,145.46805
1387,589.32495
1388,355.6548
1389,1039.615
1390,844.0841
1391,1225.9337
1392,1153.8961
1393,636.33765
1394,636.09235
1395,246.76442
1396,790.6125
1397,203.14731
1398,161.70758
1399,41.766205
1400,1274.5369
1401,72.85556
1402,33.515762
1403,636.09235
1404,508.02414
1405,279.867
1406,8.660748
1407,195.97133
1408,1011.2953
1409,584.83185
1410,537.9291
1411,13.910765
1412,1273.3259
1413,636.09235
1414,636.09235
1415,2157.04
1416,1767.7832
1417,647.44653
1418,948.3289
1419,548.96277
1420,844.0841
1421,1882.9562
1422,353.38782
1423,508.02414
1424,19.48743
1425,1209.0793
1426,1011.2953
1427,1153.8961
1428,11.637772
1429,636.09235
1430,26.8661
1431,871.25543
1432,12.684811
1433,671.4593
1434,298.57037
1435,33.966732
1436,929.3042
1437,355.6548
1438,33.51577
1439,30.845459
1440,1300.2847
1441,360.7707
1442,1274.5369
1443,636.09235
1444,991.52496
1445,1731.4402
1446,320.26843
1447,306.88385
1448,309.70416
1449,1105.197
1450,1153.8961
1451,246.76442
1452,50.454975
1453,1274.5369
1454,636.09235
1455,406.75064
1456,357.5991
1457,87.406265
1458,90.96123
1459,223.62988
1460,1011.2953
1461,1539.5153
1462,636.09235
1463,85.66739
1464,20.757671
1465,794.4213
1466,413.22128
1467,182.47157
1468,85.69723
1469,636.09235
1470,1057.1583
1471,844.0841
1472,738.3421
1473,8.97812
1474,253.24536
1475,1153.8961
1476,636.09235
1477,309.70416
1478,508.02414
1479,961.5851
1480,575.8895
1481,66.868866
1482,1300.2847
1483,51.12762
1484,1287.9902
1485,493.24524
1486,38.21302
1487,7.007009
1488,929.3042
1489,330.83142
1490,929.3042
1491,185.63464
1492,963.7677
1493,1274.5369
1494,26.907318
1495,23593.621
1496,636.09235
1497,355.6548
1498,856.21173
1499,8884.178
1500,50.316975
1501,91.81993
1502,120.22847
1503,844.0841
1504,33.515762
1505,636.09235
1506,636.09235
1507,309.70416
1508,844.0841
1509,636.09235
1510,508.02414
1511,112.36078
1512,33.515762
1513,636.09235
1514,164.49481
1515,7.007014
1516,357.59906
1517,37.696827
1518,894.6868
1519,762.9865
1520,578.1334
1521,442.6817
1522,636.09235
1523,636.09235
1524,961.5851
1525,858.9812
1526,636.09235
1527,947.023
1528,39.69532
1529,929.3042
1530,851.344
1531,953.6378
1532,636.09235
1533,871.25543
1534,636.0924
1535,309.70416
1536,636.09235
1537,1214.7976
1538,11.979736
1539,1767.7832
1540,112.36078
1541,309.70416
1542,1153.8961
1543,112.36078
1544,390.2365
1545,58.94107
1546,1417.9329
1547,929.3042
1548,1181.1095
1549,182.76547
1550,33.515762
1551,318.15314
1552,506.9116
1553,91.81993
1554,587.0137
1555,871.25543
1556,636.09235
1557,45.350365
1558,1153.8961
1559,79.671844
1560,871.25543
1561,100.40243
1562,33.515762
1563,929.3042
1564,2157.04
1565,848.0523
1566,6.467885
1567,636.0924
1568,48.784378
1569,1237.971
1570,33.515762
1571,86.37688
1572,929.3042
1573,91.81993
1574,19.649887
1575,636.09235
1576,178.03091
1577,636.09235
1578,6.536467
1579,948.3289
1580,911.0666
1581,1153.8961
1582,1482.6582
1583,145.94904
1584,246.76442
1585,7.0070086
1586,144.86273
1587,1767.7832
1588,1274.5369
1589,636.09235
1590,1764.4374
1591,669.24536
1592,170.12239
1593,647.44653
1594,636.09235
1595,398.8645
1596,282.28308
1597,953.6378
1598,1142.1887
1599,33.51577
1600,112.36078
1601,656.64966
1602,953.6378
1603,1287.9902
1604,355.65482
1605,929.3042
1606,8.095106
1607,636.09235
1608,953.6378
1609,883.1274
1610,7.0070086
1611,929.3042
1612,621.2085
1613,844.55664
1614,153.15332
1615,848.0523
1616,319.94324
1617,636.09235
1618,508.02414
1619,929.3042
1620,25.073124
1621,844.0841
1622,68.40689
1623,550.7198
1624,306.88385
1625,1287.9902
1626,155.40622
1627,182.76547
1628,169.71497
1629,185.63464
1630,242.83176
1631,856.669
1632,561.0273
1633,246.76442
1634,636.09235
1635,1767.7832
1636,43.52003
1637,844.55664
1638,22.846344
1639,33.515762
1640,636.09235
1641,60.154274
1642,636.09235
1643,113.16385
1644,929.3042
1645,309.70416
1646,636.09235
1647,844.0841
1648,33.515762
1649,844.0841
1650,185.63464
1651,33.515762
1652,953.6378
1653,844.55664
1654,1767.7832
1655,929.3042
1656,195.97134
1657,166.66663
1658,112.36078
1659,30.845457
1660,587.0137
1661,160.54236
1662,33.51577
1663,1274.5369
1664,660.73785
1665,200.35724
1666,4211.8203
1667,796.14343
1668,33.515762
1669,1767.7832
1670,999.7914
1671,676.94464
1672,357.59906
1673,91.81993
1674,14.1787
1675,566.94116
1676,929.3042
1677,195.97134
1678,188.04639
1679,1153.8961
1680,33.515762
1681,469.8801
1682,73.98497
1683,991.52496
1684,185.63464
1685,110.964195
1686,1218.4448
1687,1314.457
1688,100.40243
1689,1920.4551
1690,1238.4072
1691,636.09235
1692,1731.4402
1693,636.09235
1694,636.0924
1695,508.02417
1696,844.0841
1697,636.09235
1698,1237.971
1699,309.70416
1700,1649.2031
1701,1131.1249
1702,480.41516
1703,309.70416
1704,246.76442
1705,112.36078
1706,704.8063
1707,33.515762
1708,153.15332
1709,370.80768
1710,64.701904
1711,844.0841
1712,309.70416
1713,33.515762
1714,636.09235
1715,7.007014
1716,636.09235
1717,85.66739
1718,929.3042
1719,8.095106
1720,948.3289
1721,1359.8119
1722,976.0545
1723,33.515762
1724,1011.2953
1725,636.09235
1726,57.36614
1727,893.75684
1728,88.70993
1729,929.3042
1730,33.515762
1731,929.3042
1732,1280.456
1733,636.09235
1734,253.24536
1735,508.02414
1736,40.450382
1737,173.24504
1738,636.09235
1739,262.6798
1740,953.4684
1741,636.09235
1742,1153.8961
1743,1238.4072
1744,112.36078
1745,309.70416
1746,1417.9329
1747,647.44653
1748,505.6347
1749,844.0841
1750,1167.1792
1751,33.515762
1752,929.3042
1753,33.515762
1754,82.85461
1755,1731.4402
1756,44.185383
1757,88.97356
1758,1274.5369
1759,1011.2953
1760,848.0523
1761,844.0841
1762,546.77264
1763,508.54562
1764,98.253296
1765,1153.8961
1766,112.36078
1767,947.023
1768,78.84725
1769,844.0841
1770,1011.2953
1771,636.09235
1772,871.25543
1773,848.0523
1774,669.24536
1775,636.09235
1776,953.6378
1777,72.33408
1778,675.3479
1779,83.670364
1780,309.70416
1781,185.63464
1782,963.7677
1783,1153.8961
1784,844.0841
1785,493.24524
1786,1708.3103
1787,1417.9329
1788,30.845457
1789,11.637772
1790,871.25543
1791,636.0924
1792,178.55853
1793,33.515762
1794,636.09235
1795,636.09235
1796,953.6378
1797,89.2478
1798,16.105434
1799,940.71716
1800,184.85376
1801,166.71121
1802,1273.989
1803,23.50784
1804,10.104952
1805,177.98114
1806,289.51596
1807,929.3042
1808,636.09235
1809,848.0523
1810,35.477562
1811,508.02414
1812,303.00714
1813,6.3818502
1814,7.007014
1815,6.3818502
1816,133.25995
1817,1011.2953
1818,1767.7832
1819,666.0736
1820,1088.074
1821,138.83226
1822,226.60919
1823,669.24536
1824,7.007014
1825,636.09235
1826,871.25543
1827,408.48663
1828,30.845457
1829,346.08258
1830,1153.8961
1831,409.84677
1832,848.0523
